"OPTY_ID_15","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","OPTY_AGE","OPTY_BAND","LEAD_SRC_NM","WON_FLG","LEAD_SL_PRTNR_ROLE","PRTNR_REGN_NEW","PRTNR_TYP_DESC","PRIM_PROD_INT","INIT_PROD_INT","INDUSTRY_NM","EMP_BAND","ACCT_OWN_REGN_NM","ACCT_TYP","SEG_CD"
YX7Y4WEZERMG,RTO9UI72T5T664XZY0FP2GGRJMB60EL38U72ULH4J90O60JGST2CA6DMD,"Add-On Business","AE",1542,"(01) <=$25K","RM","N",,,,"Work.com",,"Communications & Media","10001+ ","AMER","Performance Edition","Top"
97V,AYAQ8GWZZXC6O,"New Business","AE",119,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com","Work.com","Retail & CG","10001+ ","LACA","Enterprise Customer","Large"
7K3JH01L69KO7,Y7A,"Add-On Business","AE",228,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com","Work.com","Communications & Media","2501-5000","AMER","Unlimited Customer","Top"
X4B,WEXOF62KSX7BXX7EWUT9RB7VHPRU975R,"New Business","AE",132,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","201-500","AMER","Unlimited Customer","Top"
3460CMTK3I,RIAESNAOOAVCS4Z1NNW2EIWZR8WDZ8ZLC0RBZMTDPJB0L05NK97YIXIDD12WD8EIDO1DX,"New Business","Cloud Sales",,"(03) $50K - $100K","Solution Specialist","N",,,,"Work.com",,"High Tech","10001+ ","APAC",,
3JBIK878RC8,EC2R6G,"New Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Small"
DPKQSH2WGI5X,0ZIXAYWHRT7UQ65MSTXF,"Add-On Business","AE",,"(07) $500K - $1M",,"N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Unlimited Customer","Large"
0R7ZI0PCM,EVYYRM77D8HO16GKX,"New Business","AE",,"(05) $150K - $250K","Cold Call","N",,,,"Work.com",,"Professional Services","10001+ ","AMER","Enterprise Customer","Large"
38T247BCS5,22HKEKA,"New Business","Marketing",29,"(01) <=$25K","Other","N",,,,"Work.com",,"Other","1-20","AMER",,
F2C755OT9K2B,7SY9S0M6ZTDAHFM61RCFIOOVQOYX246X9I4XQZDOQ7UT1E40U0694J73U5GCFEA5MXA,"New Business","AE",,"(02) $25K - $50K",,"N","No Partner","AMER",,"Work.com",,"Communications & Media","201-500","AMER","Enterprise Customer","Medium"
HGQQW8C28,FIKQAAPKZ366GLWVV1QVNB971EAXUGJMCOS66JJZY4UJ0RN6W49BEBL2K0069584B8S5WYHW8R68EK1NVSEX7HO5YVHKN0YYE65GOBMZ5A5QJ6J971,"Add-On Business","BDR",,"(04) $100K - $150K","Customer/Other Referral","N","Joint Sales","AMER",,"Work.com",,"Retail & CG","10001+ ","AMER",,"Medium"
JV29N,5W9B4WX2ZPFJQPTS9SFFIJ3R8TLR5U4VQEQU2D4GY565MRDBP1OXAVM7QJT4KGXOU1VWONUQQAMQ3WQ3OPT5YEIP25VW47V2O9LTAUF4WAR0KFHLIQF2CM,"Add-On Business","AE",94,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER","Performance Edition","Large"
M529IL8U5ZIQOAI,GR3DI3G6KLKQ8WA23UQ8U3Z,"Add-On Business","AE",7,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER","Performance Edition","Large"
RS5L6UL2VHU,EG50FV9VQ6GQ8VZGJ6B1WDPPOBCCZ6JWEOZWBV09X0SB4WT1R2CNYIQRKROLXMJ3H203QFZO3TO82QUG09TGO55ETGB2YC79TDS16M0Z70,"New Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","EMEA","Consulting Partner",,"Work.com","High Tech","21-45","EMEA",,"Very Small"
7RE5S,YPELVF8LA3FGYR5CQYY5GR9E9,"New Business","BDR",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Professional Services","1501-2500","AMER",,"Large"
KDS2K,R1U12WVTY0MRN6PBGRM0EE1DP66RLFLP6QCV6KJWYCHGSD4CJFEQHCNJ7TINEUKE24MWY,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N","No Partner","AMER",,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Small"
M,ML7HQ150ZFRU48YW4IOGRVCZBLZJ5K52Y18LSBLOY8OLLG5JJLE9K7BBF73MWQ687VYB8ZPS5VW7APVN686YW,"New Business","AE",21,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","EMEA","Enterprise Customer","Medium"
F7IBP9IAQY82,OP1TRAEHR7V9XEM98XUA0T7BP8UJF2LLYCDHXXUKV4PTB4WOLIEMT1L7GSO,"Add-On Business","BDR (Mktg Infl)",994,"(02) $25K - $50K","CFL","N",,,,"Work.com","Work.com","Financial Services","1-20","EMEA","Unlimited Customer","Flagship"
3W6BSXY21AZOMAS,YV3M5GNLB6,"Add-On Business","AE",1297,"(01) <=$25K","AE Generated - Create Account","N","Sourced Lead","EMEA",,"Work.com",,"Public Sector","201-500","EMEA","Unlimited Customer","Large"
11EZEF3M8H,G86MLTDQG18UGGWBVJB,"New Business","AE",212,"(02) $25K - $50K","AE Generated - Create Account","Y",,,,"Work.com","Work.com","High Tech","21-45","JP",,"Medium"
UGC84JXZK,2YQZEH18L0IAXHM7RPPQJC2E4MQ961M5WT7J54CH267EFUHII4A453649URK2261QLP25YM03HJ543ROOC53BF06EAH976PSD4U9EZD4FHNX,"Add-On Business","AE",1490,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Professional Services","501-1000","AMER","Enterprise Customer","Medium"
GBR,4NIUYR1Q9C6QXLAKVP16R9BHMYA49DU8LLD4J3R6WK8E4948HNUTMFOZJQ20K2MNWDWEPOQFX7UJ96OLOIV736UWFWD0HG6RBWOFW,"Add-On Business","BDR",1160,"(01) <=$25K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
YNTTJG74R2E,9BNVJXFMG5GN5X91DA53P99J08OA27SIV5LIILTZ5RISMX,"Add-On Business","BDR",,"(03) $50K - $100K",,"N","No Partner","AMER",,"Work.com",,"Healthcare & Life Sciences","10001+ ","EMEA","Unlimited Customer","Large"
YGZ39,8F5N26ITWHHN8HVEWDYF2W6Y994T5YEW0EUFETQD28PEE11ET7ECO3O6AL5Q9S5ZVU8HZ904L1N286MCSXRKB,"Add-On Business","ECS",,"(01) <=$25K","Salesforce AE","N","Internal Use License","AMER",,"Work.com","Work.com","Communications & Media","10001+ ","AMER","Performance Edition","Mega"
GRXV,ATFGV8CXW9J7IPCUFF4KZPDZLDG9Z89AFKZ2RUNPZ6VSXQK,"New Business","BDR",83,"(05) $150K - $250K",,"N",,,,"Work.com",,"High Tech","10001+ ","AMER",,
IWI1Y83WGMH,1QLUSL3Z26O7BEB6OEF78LZ9LH7I8ALV8APDANKNEL6KT6DX41E4ZGUC0DDFFN2HVF157F2,"New Business","AE",,"(06) $250K - $500K",,"N",,,,"Work.com",,"Financial Services","1-20","EMEA","Unlimited Customer","Medium"
LM84FIFZ,3ADYX6B9T6P2EJKDEOSSKA93YVMVNWES9PBQTRBO27QV2EYYM47ZUSZK9IC8227500RXSLREA64CH8RFLAT9P3L2FBB5MBKP0FZDMJD2FIF54E1YD,"New Business","Marketing",6,"(01) <=$25K","Other","N","Sourced Lead",,,,"Work.com","Professional Services","1-20",,,
B9CBJH,TUZRJ6FT66KDF4GBLZRQ59EC3JTQT8NM7R2X7QUPM8P90V3OPL,"Add-On Business","ECS",1344,"(04) $100K - $150K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GPA","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Top"
ZUHQQNTVSA,WV22Q2SS7O30GUDF8,"Add-On Business","AE",,"(05) $150K - $250K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","AMER","Unlimited Customer","Large"
KZXL9LOQ27Y,9835MYSVMDVW810QLQY14M288R,"Add-On Business","BDR",,"(03) $50K - $100K","Salesforce AE","N","No Partner","AMER",,"Work.com",,"Engineering, Construction, & Real Estate","501-1000","AMER","Unlimited Customer","Top"
UD6,FUXRCMAS6BPT6MSYXWLRBOND1E8FEZYTIL5IIF5,"Add-On Business","BDR",1194,"(01) <=$25K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
TIORL043AMQMG5Z,WKN2X735DQZN3ZQRT524XNDJFEGRX8SL3VK90M9Y2O,"Add-On Business","AE",46,"(02) $25K - $50K","Trade Show / Events","N",,,,"Work.com","Work.com","High Tech","1-20","AMER","Performance Edition","Small"
HS,HL5B9TDK6HZBXHLY4WAB9WNZN46X90O4V9S1RJ8XX8N5O9ABR6RSSMFVC79I1HSRLFK0EHLRN93MCD4L46,"New Business","BDR",,"(03) $50K - $100K","CSM","N","No Partner","AMER","Consulting Partner","Work.com",,"Financial Services","1001-1500","EMEA","Unlimited Customer","Top"
V,QCLDO3DNDP9TSA0MQ7PCERS9U,"New Business","Alliances",10,"(03) $50K - $100K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner",,"Work.com","Manufacturing","10001+ ","AMER",,"Small"
KCX46,ECIA06PPXMQO605A4LJEOZ5CXLNIH1W85AG5WGOEIV1XRXTKLDDBFKPFDRVBJYEVTK8USFA217QJ736K,"Add-On Business","Alliances",25,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;GPA",,"Work.com","Professional Services","46-200","AMER","Enterprise Customer","Small"
KAK8SK,O7CPBCWVZ7K6K9KYP7PQAOWO3OYCPWTDL4NHN7A13OFQN31CLP4LN62KCJI6WT8N07Y10YCBADO7PVBAYZ0YIBVLXIH1U8AP1QFNN0,"Add-On Business","AE",1585,"(01) <=$25K","RM","Y",,,,"Work.com","Work.com","Financial Services","201-500","AMER","Performance Edition","Large"
OZ,3HBH33PKJ5LKVW7B4C3EQ2Y3CN62MWP332UD6B4P3N0LFMBBETOBWR4OE0W9W56Q76N68Z072O,"Add-On Business","ECS",,"(06) $250K - $500K",,"N","No Partner","AMER","Consulting Partner","Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Top"
B,FDN1T7J77T5AUIDFOXUHX3KPCYZ2GF631W950567Z22XDVVT3VE0BDRB0R8HT42XJTGWS2NTV9K,"Add-On Business","Alliances",152,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;ISV Partner;ISVforce",,"Work.com","High Tech","46-200","AMER","Enterprise Customer","Large"
PKW3OLUWLC,6X270ILD3G5S22F92DRK02FV4KLZ078RCJU20NMYTUOG4O5YR4GJ7KDN1VRLTF7,"New Business","AE",,"(01) <=$25K","AE Generated - Create Account","N",,,,"Work.com",,"Manufacturing","2501-5000","EMEA","Enterprise Customer","Top"
C9,9WQ2KAZ2URF4CG4YXVLCEVJY7IFUL77XSE62ZNBI4SJKEN3ANCX0HCG,"New Business","AE",,"(03) $50K - $100K","Salesforce AE","N",,,,"Work.com",,"Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
Q6FC3MDADR2XH5,GO3MCLKVBX3TLM9189GLQ,"New Business","ECS",9,"(05) $150K - $250K",,"N",,,,"Work.com","Work.com","Financial Services","5001-10000","AMER","Performance Edition","Mega"
H,FG,"Add-On Business","AE",1429,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;Force.com Reseller;Content Syndication",,"Work.com","Manufacturing","2501-5000","AMER","Unlimited Customer","Top"
KSNVA6EZGELTRHY,6Y5Z9EKKPKEM6X2KX0H850VZM5V80P264NSP1TVUY9G3ZNEWOTJPHW5HL,"New Business","ECS",106,"(04) $100K - $150K",,"N",,,,"Work.com",,"Financial Services","5001-10000","AMER","Performance Edition","Mega"
S85UGS,VO5Y4VCRH80RA94HY180M1ZNTFGY96CQCN1F0P0UGLGPD2NDVLMTDA9YS9SLDJBJIGK2DEQAP6DKJLT,"Add-On Business","AE",65,"(02) $25K - $50K","RM","N",,,,"Work.com",,"Retail & CG","10001+ ","AMER","Unlimited Customer","Flagship"
R3A2CRO8RAPC65,EAXHH6N4I3D3HRE427EDSH5QE0ZMK2YGQ6CV64LKGYZ,"Add-On Business","AE",1,"(01) <=$25K","RM","N",,,,"Work.com","Work.com","Communications & Media","10001+ ","AMER","Unlimited Customer","Mega"
C53YXC8YL,ZXV,"Add-On Business","AE",1319,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","High Tech","10001+ ","EMEA","Performance Edition","Top"
15ZIP,AOO1951DP1YZPNM0OJTUQ3OV6P9MTRMGB2LLMWVT14FMJ9ZAJWR19DCT1,"Add-On Business","AE",,"(03) $50K - $100K",,"N",,,,"Work.com",,"Professional Services","2501-5000","AMER","Enterprise Customer","Top"
PHOHEC,CLCMVRKMAI3G1QH0KKOP1Y424B9W75EHJML707Y5YNXAJ1BYE2T823OIBZTK05USFJQAFVP53SZ2GZK3MHLAARIAB20FEC6MFKRC6FT9SQZKPNPUF1RVXF,"Add-On Business","BDR",1098,"(01) <=$25K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
R1ZN8FOOZ,I5M2NO32XKRBNZAYW1NA0U8FQNQRPKT8S1DXZ1FSFMR82O6VWH8NSBVDC876EUGIWDRJFM67PT,"New Business","AE",,"(02) $25K - $50K",,"N",,,,"Work.com",,"Retail & CG","5001-10000","AMER","Enterprise Customer","Very Small"
KV23AYZ4,3BKSFQLH18CJXRPVOUOF3BN1N650ZOOGXAKIOK08Q6EPA71Q4NF0E4VQ3MFZCYQKAO,"New Business","BDR",282,"(01) <=$25K","EBR Generated","N",,,,"Work.com",,"High Tech","5001-10000","AMER","Unlimited Customer","Mega"
TXGX342W935RM0,JKSKWVQ1DD0XYDFQEBRH3P60IFA26S863GY90CJ8JZ89NQ57IEQX4L9ORW8DOBVJ,"Add-On Business","SDR",9,"(01) <=$25K","Partner Referral","N","Sourced Lead","AMER","Consulting Partner;OEM;ISV Partner;Content Syndication;GPA",,"Work.com","Healthcare & Life Sciences","2501-5000","AMER","Enterprise Customer","Small"
YMNF1EEJQRXJCU,7BVCOEXU8XWDKJ,"New Business","BDR",,"(05) $150K - $250K","Cold Call","N",,,,"Work.com",,"Healthcare & Life Sciences","2501-5000","AMER",,"Small"
E,F56OK99A0OEEI1SHJGI2E5MI4RDSEVSTLM388452WY2NW3KINI7CB7V2A6LQM1JV5YG2F,"New Business","AE",,"(07) $500K - $1M","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner;GSI;CRM Reseller;ISVforce;GPA","Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
JAA9JTA,4GF23BP0ZU4OJIVLADFCROMUT3TFXHFTDO1QXRQPR0528YY85XZBHKW1I1UB5MD2RBNXQF2EO77XX20FSEXGN5X0XZTWLNAQKARE2PI,"Add-On Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","AMER","Gold",,"Work.com","Communications & Media","10001+ ","LACA","Unlimited Customer","Top"
8604,89CXAWC0LZ4IELHWA3AO19GD0A59PH1I1J2FIPJ1I3Y0RO4T,"Add-On Business","AE",47,"(02) $25K - $50K","Trade Show / Events","N",,,,"Work.com","Work.com","High Tech","1-20","AMER","Performance Edition","Small"
SHVC3KWC,YUBUNKOP04MFC54SLIIVW1Z61ZJKL5A6FA3ZB9ZXQZ27KHNL22OWURUKWL9FR2Y1D45JMGM0USTZLUSJ1FMTIR57VB5TZTG2RS99IXZQLSAXOG01ZZCOA2,"New Business","BDR",256,"(01) <=$25K","EBR Generated","N",,,,"Work.com",,"Manufacturing","5001-10000",,,"N/A"
IYQXRM434,WEH7QDVHT0Z3T38XI0OUYM,"Add-On Business","AE",203,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","501-1000","AMER","Unlimited Customer","Top"
KE4OBOMPE1R6ERO,KM4Z2WFJVIKE0SC46E078RPOLHM1GIJADWCYDYVZJFCWP4WI83CKBOYSM9YP8EXA7VDF1JF6XBT5VP59K52L1WBT0LEC4430T11IRZ4JGX9RST5J52Z,"New Business","AE",,"(01) <=$25K","Cold Call","N","Internal Use License","AMER","Consulting Partner","Work.com",,"Healthcare & Life Sciences","201-500","AMER",,"N/A"
3OZ,WP73L5TBGKVT,"Add-On Business","SDR",,"(02) $25K - $50K","Other","N","No Partner","AMER",,"Work.com","Service Cloud","Healthcare & Life Sciences","501-1000","AMER","Enterprise Customer","Very Small"
W1S5WJGZ,0S16VJQ68CRFIVP5YBDTJMFCBJRM6V1LFWS9UUV9VO5ZF1VD7TUYJLKHG03GU2OFRK2MGB2R4XXAGZMA3GJDB3B3LG,"New Business","AE",76,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","High Tech","1501-2500","AMER","Performance Edition","Top"
MX3I,7TOG7Z05RM6P3NSXEF0XYOXMQR4JPLJW6JFUK8B9HXRQEOQ8XOUX9TD06NHEQV,"New Business","AE",,"(11) >$10M+","AE Generated - Create Account","N",,,,"Work.com",,,,,,
LOO,RMY0VT6H0LSAW03BWN1D4CQCZS2OED23P9RGRJP6TD9C2RFME8WP5W8L0QQCZIHQ9C33PMN8M9NJDC24OBNQDT7EH8L4Z49OIQ49G8T,"Add-On Business","AE",,"(05) $150K - $250K","CSM","N",,,,"Work.com",,"High Tech","5001-10000","AMER","Performance Edition","Flagship"
RBZ5Z42,465AKLGPD636C3H1VHH2MUTNWD00X5TT1VL3RWCT7AARTN7O8FYE4BLYH4QPRG6IWSGEVW1FHZPWTCNSVVQXV18YB9BC3FBC2270H4YPYANOIKPC,"Add-On Business","AE",,"(05) $150K - $250K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;GSI;CRM Reseller;GPA","Work.com",,"Retail & CG","10001+ ","EMEA","Unlimited Customer","Flagship"
EX25I72GX9EW,PX15TYU5OYO4858ZT896ERRIRZYT96HAUTSLNM,"New Business","AE (Mktg Infl)",248,"(02) $25K - $50K","RM","N",,,,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Small"
2CIEAA2,G8Y7UP0PT0DAUNUA83OBD6HUI5L5IY8SS23E9I0IIW9AXVCQV87S7IL33PTCUM11R5VGSW45AMWZU3W,"New Business","AE",1431,"(01) <=$25K","Sales Generated","N",,,,"Work.com","Work.com","Healthcare & Life Sciences","10001+ ","AMER","Unlimited Customer","Top"
6HL3L95CJ,MSD2ZJ4E1WAY2COBF7FBBLDSVK8Q9705K0RD919WK4MJAJ08U4KX6Y8,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"High Tech","46-200","EMEA","Enterprise Customer","Medium"
XJXEG,VXI7J535SIIT5SDSOLPGEAWMXO,"New Business","AE",1512,"(01) <=$25K","RM","N",,,,"Work.com",,"Communications & Media","46-200","AMER",,"N/A"
YA,12NRU30Y0LP5FV53XE3PDGUDB8NUTU9R0V00EQXNH932JVTBY9MAMX,"New Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Financial Services","1001-1500","EMEA","Unlimited Customer","Large"
WHUBHHD52U6,Q979VWJJZWSIU1NTWIIXS7S2STOXDIHRCX4C9MU6LUURRT3RBLGLY0ZCJXIPR3SPM,"Add-On Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Engineering, Construction, & Real Estate","10001+ ","AMER","Enterprise Customer","Flagship"
NO0LRD7W,7RFSOMY8ZWSQYUVCTX4AK2VV1NB5HHUW8KVNNR1AXUEI5ZBCCZXQY0R00CHY86X3N9BV05MB2,"New Business","AE",,"(06) $250K - $500K","Salesforce AE","N",,,,"Work.com",,"Retail & CG","10001+ ","EMEA","Unlimited Customer","Very Small"
AVB902W62L8SQG,00N7O0H67SOIXTXOMDAEH7G16X3G4639RDNRZNNX3HSB5TCNC1FSWM7VJ0M,"Add-On Business","AE",,"(02) $25K - $50K","Cold Call","N","Joint Sales","AMER",,"Work.com",,"Manufacturing","501-1000","AMER","Professional Customer","Medium"
8CDUX04EL08,IKJ2GHF6DUA4K5F,"New Business","AE",,"(06) $250K - $500K","Cold Call","N","No Partner","AMER","ISV Partner","Work.com",,"Manufacturing","10001+ ","AMER","Enterprise Customer","Medium"
UJ0H05,46RNWQ9HO1S8F35SEO3UGQ2GXZ3D0N1G2KOGTUYTZ2GZDPEGP1U2J4OOAZB9UOUKMTR739RDNI,"Replacement","AE (Mktg Infl)",88,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;ISVforce","Work.com","Work.com","Financial Services","46-200","AMER","Enterprise Customer","Large"
WV87B,4CXA9UVUPMMD3U04GXWTETPW85F4Z9ECSU7H5CG2,"Program Architect","AE",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"Education","5001-10000",,,"N/A"
69,BPLPEPWEFYZZCHTX3FM,"Add-On Business","AE",,"(06) $250K - $500K","AE Generated - Create Account","N",,,,"Work.com",,"Healthcare & Life Sciences","5001-10000","AMER","Unlimited Customer","Top"
DSJ1N1O67EE,UV5KBBXL7VVQQ47WZVVM,"New Business","AE",,"(01) <=$25K",,"N",,,,"Work.com",,"Retail & CG","1501-2500","AMER",,
9JOEQWTUCX9360,UKVWFBWZFS35UCZZBXBY32Z226Q488V2D08TLRL3I,"New Business","BDR",,"(01) <=$25K","AE Generated - Create Account","N","Joint Sales","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","5001-10000","AMER","Unlimited Customer","Very Small"
PH9D2U96NPGF2TW,SVW327V18J3E2YK9EH4FWARF9RRAHUGHZ5NUZTQKC4T8P7IPSQL5ZZWXNSNHWHN2QQHMNP33518DZUD1O8PB4MSCXAVUT3OZKVEN00JX4UVWD,"Replacement","AE",1731,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","Communications & Media","46-200","AMER","Enterprise Customer","Large"
FOPZSOQW,29YYPKPR9Y2F5Y0V3DCDJ167DHEL337IXPQ136VA68TTSM,"New Business","AE",,"(04) $100K - $150K","Salesforce AE","N",,,,"Work.com",,"High Tech","501-1000","EMEA","Unlimited Customer","Top"
BGMD,QB1WT7,"Add-On Business","AE (Mktg Infl)",8,"(04) $100K - $150K","CFL","N",,,,"Work.com","Work.com","Financial Services","1-20","EMEA","Unlimited Customer","Flagship"
B0P9LPU7,EZUHV3Y84W0PDCOTWFN92OPR7Y8I94OS6FV5K9X53J8RLMP5TYC0LCWUCYT0G9A8CHL3EDCEVCBR0COJ2TA67OWLYHUPAT7X6KLX3Y,"New Business","AE",,"(03) $50K - $100K","Customer/Other Referral","N",,,,"Work.com",,"Financial Services","10001+ ","AMER","Enterprise Customer","Large"
2CSX5VNUH0,Z5HHWU81CRREIO9UMXVSBLHFACPOD3RSDKZ84GBF1WFTPF0C9H7S9BMFEQ5BL7IVY1FRJRR7JWT3LZ0JK6HZNQW0AVFRJ2UNP1H52ANPR7NTL3,"New Business","Alliances",317,"(11) >$10M+","Partner Referral","N","Sourced Lead","EMEA",,,"Work.com","Communications & Media","1501-2500","EMEA",,"Small"
CUDT36B6IC3R3,4SCDQNNH7D5TBJ388MPAYC2BWEOUNLOIPM2319L3VTVDJWVD3QA893WO705IK1R48YM6RWUSVCA,"New Business","BDR",,"(04) $100K - $150K","AE Generated - Create Account","N","No Partner","AMER","Consulting Partner","Work.com",,"Professional Services","2501-5000","AMER",,"Large"
JXMA,SS47MW7V4CS6X1QTUUJB7DW7EUXAN25CAU5ORVLTRGUKCW8QXE6VCF,"New Business","AE",,"(11) >$10M+","Partner Referral","N","Sourced Lead","EMEA",,,"Work.com","Public Sector","46-200","EMEA","Unlimited Customer","Large"
MG0N,GINWY02XLQQ4M3N2YRYSVKO2XUQV,"New Business","AE",,"(04) $100K - $150K",,"N",,,,"Work.com",,"Manufacturing","2501-5000","AMER",,"Medium"
AYK,NC0WSA8FB3IY6OO1INH0979FMNQPV6ARY2J27NRELT6BDFKXB,"Add-On Business","AE",,"(05) $150K - $250K","Direct Mail","N",,,,"Work.com",,"Manufacturing","2501-5000","EMEA","Enterprise Customer","Large"
JY3MMXPMK56J,ZKOSBLCCQYQ9IU25QPW1FUBQET0BRECSX4B7QS3JDDZVI8I46L2CROMOBV1EEZ64PCW04ALXTHTO9RXM2TFNHOW2GVLUTRTL8DROGU0ZLYUN,"Add-On Business","AE",,"(06) $250K - $500K","Salesforce AE","N","No Partner","AMER","Consulting Partner","Work.com",,"Travel, Transportation, & Hospitality","2501-5000","AMER","Unlimited Customer","Top"
O7GWRQNBIYEIHL,O3CJMQH0JTRZJ6OAQKJD796S2272E15HUQY5LLP7L8WEC4D1OQGVDXO6AVIDYZU1YUYM,"Add-On Business",,243,"(06) $250K - $500K","EBR Generated","N","Joint Sales","AMER","Consulting Partner;GSI","Work.com",,"Financial Services","10001+ ","AMER",,"Top"
DOPU5LJSSH,C45AKD0IETLPVZCWBH95JGKV3I9X6D06FWWY048THGPY8G0MYB4G0FZ9WOLQVOTDV3CEXX4CXUKW9VJXSRGTCBWO67JWNTE8W,"New Business","AE",131,"(02) $25K - $50K","Salesforce AE","N",,,,"Work.com","Work.com","Retail & CG","10001+ ","LACA","Enterprise Customer","Large"
417WDD4B7,6YUK,"New Business","AE",541,"(11) >$10M+","CFL","N",,,,"Work.com","Work.com","Manufacturing","1-20","APAC",,"Very Small"
WPFG3T,GFLNRK6HT6ZUZ1ZYX0UZ3J4BQWSODSE7HKVUOZZXHUZFGXJPIA0LJLSQR5D35XPX8,"Add-On Business","AE",72,"(01) <=$25K","Sales Generated","N",,,,"Work.com","Work.com","Travel, Transportation, & Hospitality","2501-5000","AMER","Enterprise Customer","Medium"
7X2BQ,KG0MRGOLWH7,"New Business","AE",,"(05) $150K - $250K",,"N",,,,"Work.com",,"Travel, Transportation, & Hospitality","1001-1500","EMEA","Performance Edition","Top"
NKHO76PC,3M9S2T68LL2CMFM20AK4VU3KQE4O4PXA68UJDLIMW0YPZ36LZO1B9X0XLCSDR,"Add-On Business","ECS",,"(04) $100K - $150K",,"N","Internal Use License","AMER",,"Work.com",,"High Tech","10001+ ","AMER","Unlimited Customer","Small"
W36WIC3W,YNUC9FF736W34BKKEPJROSVK2NZH6IU3OB0UC61SBJ,"Add-On Business","AE",,"(03) $50K - $100K","AE Generated - Create Account","N",,,,"Work.com",,"High Tech","501-1000","AMER","Performance Edition","Top"
7V70N8XWL1,8HCE3DL6KTZCLR23QWH8DI93DAUGR0GAN0XQGLBE7R247TJWA6PD7ZYSWL3D3VJ,"Add-On Business","AE",96,"(01) <=$25K","Salesforce AE","N",,,,"Work.com","Work.com","High Tech","201-500","AMER","Performance Edition","Large"
Z47A5BG9F367L,PIQJO0CYPI03BBV72FAL1ZRTKSD0KN,"Add-On Business","AE",45,"(01) <=$25K","CFL","N",,,,"Work.com","Work.com","Retail & CG","1501-2500","APAC",,"Small"
9AOB6A38,EP2FBM7KUUH0JS1KQO53,"New Business","AE",,"(01) <=$25K","Salesforce AE","N","Joint Sales","AMER","Consulting Partner;Content Syndication;ISVforce","Work.com",,"Retail & CG","46-200","AMER","Enterprise Customer","Very Small"
V1PEEF,ZBMSWR2EQS6WT,"New Business","Marketing",42,"(01) <=$25K","Organic Search","N",,,,,"Work.com","Manufacturing","1-20","EMEA",,
JT5KW,BX5J0KI0QV5IJM8BJHTQRRMZE05NQXOQRI9RSL2LWO1WKXEKD5861MWH4,"Add-On Business","AE",,"(01) <=$25K",,"N",,,,"Work.com","Work.com","Financial Services","501-1000","AMER","Unlimited Customer","Top"
